;id;created_at;text;sentiment
240;96371;2020-04-17 19:07:37+00:00;"$VZ $ZM $SPY $DIA 
https://t.co/MWvubLuMMT

Verizon pays under $500 Million for Zoom rival called “BlueJeans”... 

Will be interesting what $VZ decides to do with it. Trouble on the way for $ZM";positive
419;552926;2020-06-17 18:04:42+00:00;Closed Buy XTIUSD 38.98 for -72.0 pips, total for today +21894.0 pips @. VIP Follower .@JoseDavidBurgos @. #crypto #forex #stocks .@;positive
1055;711593;2020-06-30 22:48:16+00:00;RT @jbergASU: $SPX $SPY Can we close out this quarter already so we can get back to selling?;negative
1032;774598;2020-07-05 10:13:45+00:00;RT @SeekingAlpha: $F - Ford: A Cheap Stock With High Liquidity Brings Opportunity. https://t.co/KES63dU5FW #finance #stocks #economy;positive
844;577431;2020-06-19 21:41:33+00:00;RT @Sector_Reports: Changes in Institutional Ownership Signals To Bullish US Stocks: $SLS $VTVT $DUOT https://t.co/EUyMBFseV7 #NASDAQ #NYSE…;positive
394;524639;2020-06-15 18:16:07+00:00;Why don’t the Fed help out with the food banks and help the poor unemployed? #MondayMorning #PrideMonth $study $spx @bopinion https://t.co/zDWjmYq2Go;negative
845;446552;2020-06-08 23:48:47+00:00;Shannon referred you so you get a #freestock. Claim your stock now without #investing money first. Win a stock like Netflix $NFLX, Apple $AAPL, Microsoft $MSFT, or Facebook $FB. Sign up and join #Robinhood using my link https://t.co/9Vp20Q8qKz;positive
928;889367;2020-07-13 00:55:11+00:00;"RT @MauriceOnTW: $RHHBY ($ONCE)

Updated Data on SPK-8011 from Phase 1/2 Clinical Trial in Hemophilia A at #ISTH2020
https://t.co/HuRwNWktD…";neutral
1050;80980;2020-04-16 20:15:44+00:00;"$PLNT up AH on news gyms can reopen in phase 1

$PTON down on same news

$SPY $SPX";neutral
14;378564;2020-06-01 09:27:28+00:00;"#CANBK

CANBK 25-Jun-2020 , Now @ 93++++++++++++++++

#nifty #banknifty #equity #stocks #analysis #trading #sp https://t.co/OSGXfbjKqf";neutral
228;543922;2020-06-16 13:01:24+00:00;#spx 1h some supply & demand review.... ⚖️📈📉#supplydemand #trading #sp500 https://t.co/P40AaIpEfr;neutral
777;385043;2020-06-02 17:58:43+00:00;$SPX If you think price moves lower - you have plenty of time to wait for it to show you it wants to move lower. We're above last weeks high which last I changed was not bearish...Just wait for confirmation;negative
119;692219;2020-06-28 14:33:00+00:00;RT @Rollinopi: $PBT.U $PTGEF so the mighty Merck are Tweeting about Intensity. https://t.co/tsIYjhYrC4 I especially like this bit. Here’s p…;positive
87;892275;2020-07-14 20:17:10+00:00;"40pts on #nq_f

Made it back plus some more 😁

#es_f line is 3180-81

Bias in this area is 3192

Can't short above it

#nq_f is 10688
#es_f $spx $spy https://t.co/1AssSMIzlZ";negative
53;742475;2020-07-01 02:15:56+00:00;@omgwtf2011 @BearingtonTrade $T made their dollar back 🤣🤣🤣🤣 https://t.co/wmKK5XErq0;positive
205;382830;2020-06-02 21:17:43+00:00;"@RiskReversal just made a compelling argument for selling out of $FB rn! 

Forget history judging Zuckerberg roughly, the next 6 polarizing months is going to continue to pound the stock, if you believe there will be sustained pressure on the company leading up to the election!";negative
1219;50274;2020-04-14 18:24:07+00:00;"RT @InvestorIdeas: 📣 New Podcast! ""Investor Ideas Potcasts, #Cannabis News and #Stocks on the Move; Episode 398 - (TSX: FAF) (OTCQX: FFLWF)…";neutral
196;58130;2020-04-14 12:24:30+00:00;"RT @WilfredFrost: $JPM release on #PaycheckProtectionProgram - 300k applications; $36bn of loans, of which $8bn has been funded.";neutral
319;527185;2020-06-15 15:38:53+00:00;RT @passthepuck: NO ONE IS TALKING ABOUT THIS...WHY?  Respiratory acidosis develops when air inhaled into and exhaled from the lungs does n…;negative
397;847066;2020-07-10 14:28:27+00:00;is a dem sweep is going to be a problem for names like $V and $MA? 🤔 // Credit Cards Take From Poor, Give to the Rich https://t.co/TMhKpnTT3h;negative
358;788409;2020-07-06 06:36:12+00:00;RT @CryptonewsGames: Ray Dalio, the billionaire hedge fund manager and founder and chief investment officer of Bridgewater Associates, beli…;neutral
733;308877;2020-05-07 15:20:41+00:00;"$ES_F Putin Saudi deal could be THE CATALYST to get above 2900 https://t.co/ESjnX5sNjT 
 
#Crude $CL_F $SPX $SPY $ES_F https://t.co/A3vMwvAe8v";negative
234;704534;2020-06-29 14:28:36+00:00;"https://t.co/ixCJrg6giq

Stocks/ETF's Discussed:  $XLK, $MSFT, $AAPL, $V, $MA, $INTC, $NVDA, $ADBE, $PYPL, $CSCO, $CRM, $FB, $SBUX, $GOOGL, $AMZN";neutral
189;365083;2020-05-31 23:14:14+00:00;A Second Stimulus Bill Has Reached the Senate: Here Are 3 Reasons It Won't Pass @themotleyfool #stocks  https://t.co/nduPkq1Fvi;positive
771;328340;2020-05-08 00:30:51+00:00;Lots of replanting.... $HD https://t.co/NGcHkbT7yo;neutral
12;436313;2020-06-06 15:06:34+00:00;How will the future fly for Spirit Air $SAVE ? #Blog with Stocks&Sports on $FB 🤖 Bots & AI also welcome to blog about #salesforce $CRM @Tommycoulter4 https://t.co/SBae6qvO6p;neutral
1060;766203;2020-07-03 01:06:22+00:00;RT @GregCrennan: To continue to expose the #FederalReserve here is the power of attorney for @blackrock to purchase assets which include #s…;positive
686;862783;2020-07-11 00:03:08+00:00;"RT @d1rtydan: $msft $aapl and $fb are going to run in the next week or two

I can feel it in my bones";neutral
940;759065;2020-07-02 00:04:29+00:00;"RT @stoxline: #AMEX Top 100 Volume Leaders
#SP500 SPDR ( $SPY) Strong Buy
#Zomedica Pharmaceuticals ( $ZOM) Sell
S&P 500 Financials #SPDR (…";positive
862;927482;2020-07-16 18:49:34+00:00;Goldman Sachs Group $GS Price Target Raised to $192.00 at Morgan Stanley https://t.co/MOaaXgYJC4 #stocks;positive
1153;828920;2020-07-09 15:33:18+00:00;"$BTC #Bitcoin correlation intermarket #SP500 vs #BTC 
SARS-COVID-PART 2 

i be back

https://t.co/SrRpe0rvbx
https://t.co/CV3EmFqrZm
https://t.co/QrzlcEEmow
https://t.co/fFJYAK4ds9 https://t.co/mTXZK2WOQP";neutral
1283;79031;2020-04-16 22:38:28+00:00;The best thing abo it the stock market is prices rise and fall when the retail investor can’t touch it...GILD and Moderna will be priced in before premarket and the big boys got their share $SPX $SPY #DowJones;positive
1132;705903;2020-06-29 13:30:28+00:00;"Todays Stonks:
 S&P 500 is Starting to Stonk (0.47%)
Dow 30 is Starting to Stonk (0.85%)
Nasdaq is Starting to Stonk (0.17%)

 #Stonks #Stocks #StockMarket";neutral
806;937521;2020-07-16 03:07:51+00:00;"RT @breakingoptions: $ABT

$BAC

$MS

#joblessclaims

Have a bunch of traders asking me where I think the market will open

We have all of…";neutral
343;448315;2020-06-08 20:52:01+00:00;$SPX $SPY $QQQ @federalreserve @realDonaldTrump bring the market down! https://t.co/Tuh7ft0s4U;negative
306;718471;2020-06-30 15:28:30+00:00;RT @RichLightShed: Just spoke to union leaders representing Walt Disney World cast members in Orlando - Confirmed that Disney is NOT testin…;neutral
712;212021;2020-04-27 19:46:39+00:00;I have no idea what this Coronavirus thing is everyone keeps talking about, I just know the markets are paying VERY HANDSOMELY to be long right now. Shoutout to the bears that keep losing money. That @NorthmanTrader sure is an idiot!! $spy $iwm $qqq $iwr $amzn;negative
805;760768;2020-07-03 18:15:05+00:00;"RT @hannanmetals: Tune in on Tues July 7th for @JayTaylorMedia
's Turning Hard Times into Good Times - @hannanmetals
 CEO Mike Hudson is a…";positive
908;924002;2020-07-15 00:31:57+00:00;"Can't play these futures tonight
 
Every bones in my body says buy but I know the right thing to do is sell. Therefore can't do it

$SPX /ES";negative
1272;621800;2020-06-23 18:52:26+00:00;"RT @Lakshmi_888: #Harmonics #Charts #trading $SPX #SPX #ES_F $ES $ES_F $SPY $DOW #DOW $RUT #DAX #FTSE $NQ #NQ $qqq

$Nasdaq has hit the abs…";neutral
1260;187297;2020-04-24 15:16:33+00:00;"🔴🔴 Why Circuit Filters not Applicable on Derivatives Stocks? 👇👇 
https://t.co/drUbUKshaY

@nitinbhatia121 #StockMarket #Trading #Stocks #TechnicalAnalysis #Equity #YouTube #SwingTrading #NIFTY #ShareMarket #stockstowatch #StocksToTrade #StockMarketCrash2020 #stockmarketcrash https://t.co/K1a8AdqHyO";neutral
65;22115;2020-04-11 19:22:03+00:00;#ES_F #CL_F #NQ_F $GOLD #OOTT #OATT $SPY $SPX #Trading #Forex #forexsignals #EURUSD #GBPUSD #OPEC #Volatility $VIX $VXX #Futures #SP500 #6E_F #6B_F https://t.co/09OqZw6DOg;neutral
66;702826;2020-06-29 15:55:20+00:00;"$AMZN Amazon to Pay $500M Bonuses to Employees Who Worked in June

https://t.co/KBf02J6Sk1";positive
549;712716;2020-06-30 21:04:00+00:00;"RT @robintrack: Top increases in # users holding for stocks held by Robinhood traders today:

https://t.co/TdMu0cAc6W

1. $WKHS: +30988
2.…";positive
1168;763397;2020-07-03 11:52:10+00:00;"RT @DTAPCAP: Extreme sentiment dislocation. 

Only 22% bulls on #stocks (AAII Survey)

BELOW March level when mkt collapsed.

Everyone must…";negative
1130;29278;2020-04-12 15:43:55+00:00;Hard to argue that #bitcoin is not correlating with stocks at the moment. #bitcoin seemed to go green last Sunday when $SPX and $DOW futures traded green and followed through with a move to $7,440, but #btc bulls lost momentum over the weekend. Again.;negative
526;437430;2020-06-06 10:30:47+00:00;"RT @ISABELNET_SA: 📌 Subscriber Access

The #stockmarket valuation, the short- & long-term forecasts, and the equity risk premium have been…";neutral
26;351275;2020-05-29 19:01:14+00:00;There are cases where investing in a taxable account over an IRA makes sense. If you’re in a high income tax bracket, paying the lower capital gains tax rate on sales could save you on your tax bill. #stocks #markets #economy @StegentEquity Stegent Equity Advisors, Inc https://t.co/K6hex2nGOK;positive
169;312908;2020-05-07 08:03:37+00:00;$AWOX #AwoX SA AWOX (BUY, FV EUR2.0) | No more dilution coming from existing convertible bonds:: AWOX (BUY, FV EUR2.0) | No more dilution coming from existing convertible bonds: https://t.co/BaQs3MaEGQ #equity #stocks https://t.co/2MLccQfTuo;positive
779;630706;2020-06-23 10:11:03+00:00;"Bloomberg: Investors Are Spending Fresh Billions #Hedging Market Mania. $VIX $SPY $SPX $ES_F
https://t.co/98BuOZAVdJ

via @GoogleNews";positive
1114;63590;2020-04-15 22:56:19+00:00;RT @raymond10mm: #down day again $spx $es_f $AAPL #daytrading #investing #futures $spy $nasdaq $zb_f $nq_f $cl_f $GC_f $XOM $ibm $amzn $goo…;negative
1275;585451;2020-06-19 13:48:18+00:00;DA Davidson Downgrades First Bancorp $FBNC to Neutral https://t.co/BI5VmT7SuN #stocks;negative
1278;789176;2020-07-06 03:31:18+00:00;"Watch list names have been posted today. 

12 in total. I added more than usual to accommodate for different account sizes. Also some stocks work better for #options vs #stocks. Pick the set ups that look most interesting to you.

Stay Humble, Stay Hungry.
Trade like an Assassin. https://t.co/sgDgxgsKUj";positive
233;629882;2020-06-23 11:39:47+00:00;"China's annual dog-meat fair opens; activists ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood https://t.co/6CkeGZzEEC";negative
335;37006;2020-04-13 17:30:05+00:00;RT @ReformedBroker: Amazon is less than 2% away from a record high. $AMZN is 10% or so of the QQQ's https://t.co/ejWq3o2AuA;positive
293;422114;2020-06-05 19:21:52+00:00;RT @fawkesmask: @federalreserve Thank god the SP500 is going to ATH. Good job guys.;positive
379;432524;2020-06-05 02:40:40+00:00;$GOOG #patent 20200177664 SYSTEMS AND METHODS FOR ACCESSING MULTIPLE RESOURCES VIA ONE IDENTIFIER #tech #IP #research https://t.co/QGn9UTcRuQ;neutral
245;657003;2020-06-25 14:22:01+00:00;$ITOX WHY DO INSIDERS OWN 17.7% of the shares?💸📈 $ACB $APHA $CRON $TRTC $CANN $GWPH $MCIG $MJNA $AMMJ $GRNH $CARA $CANA $CGRW $CBDS $CLSH $CODI $CVSI $DIGP  $MDCL $MNTR $MJNE $MYDX $NMUS $NTRR $NHLE $NDEV $OXIS $PRRE $RMHB $SPRWF $SRNA $TLRY $CAT $TSLA $GS $MGM $JNJ $PFE $MRK https://t.co/kc8P0idKq1;neutral
1099;857810;2020-07-11 15:52:27+00:00;RT @stockspastor: $SPY bullishness can’t be ignored.  Already overbought but they continue to push it higher.  Thanks to free money @Option…;positive
373;344735;2020-05-28 11:40:24+00:00;"RT @mercadomagico: Monopolies are always bad for the consumer
Keep your yes open 👀 $NMGC NeoMagic's https://t.co/gzPGOV7s8h @mercadomagico…";negative
1258;199220;2020-04-25 13:02:55+00:00;"Best stocks to buy

#stocks #stock #market #investment
https://t.co/GVfyqB8OKe https://t.co/67Vibk2qEZ";positive
915;436449;2020-06-06 14:41:27+00:00;"Not all toilet papers are created equal... 

#tushy 
#investing #investor #assets #dividends #fiat $KOL $spx $dji #silver $BTC $ETH $ETC $TSLA #gold 
#macroeconomics 
#bitcoin";neutral
545;592456;2020-06-20 20:42:45+00:00;"@NickDeMiro @Gambiste1 @ShitFund $KO should and will see an ESG driven activist campaign in the next five years; Jeff Uber has said as much.";neutral
18;836967;2020-07-09 02:30:51+00:00;"$VIR 

Since April i posted these levels 

Just follow the thread and the levels for support & resistance / SL & TP .

$SPX #nasdaq #TechnicalAnalysis #StockMarket #daytrading
$SPY $QQQ $IWM https://t.co/SsJ3JYbP0v https://t.co/2J0zIly9Yy";positive
489;734028;2020-07-01 16:06:22+00:00;"@Tesla beat @ToyotaMotorCorp to became the most valued automaker. Again.

The end of quarter delivery push has also pushed the #stocks price into the stratosphere. 

#Tesla #ElonMusk #ElectricVehicles https://t.co/R6zvNh7uJG";positive
977;283510;2020-05-05 14:48:05+00:00;$AAPL 17-Jun-22 380 Calls Traded 381 times for $1 Million in premium. https://t.co/G0HqlxrpZ9 https://t.co/klP4lppe84;neutral
536;6352;2020-04-09 15:19:51+00:00;"RT @ShellCapital: INVESTOR SENTIMENT STOCK MARKET POLL:

What direction do you believe the US stock market will trend in the next 6 months?…";neutral
128;669382;2020-06-26 17:51:53+00:00;Definitely $T ....invested in some today 😬 https://t.co/HFBYnKHM27;positive
278;425563;2020-06-05 15:36:12+00:00;You can take profits on $AAPL and $CVS;positive
430;41664;2020-04-13 12:34:32+00:00;"RT @mercadomagico: Monopolies are always bad for the consumer
Keep your yes open 👀 $NMGC NeoMagic's https://t.co/gzPGOV7s8h @mercadomagico…";negative
710;512301;2020-06-13 09:31:38+00:00;Analyzing Viper Energy Partners $VNOM & California Resources $CRC https://t.co/bEAIaylXkb #stocks;neutral
753;63879;2020-04-15 22:15:32+00:00;Here's a little something buried in $BAC's Q1 earnings 1/;neutral
606;392169;2020-06-02 03:25:03+00:00;"RT @Reveretrading: This morning

 #ES_F opened right @ 3032 level, rallied 27 points with 5 points MAE   

#NQ_F opened above my 9500 level…";negative
1225;534613;2020-06-15 01:57:38+00:00;"RT @Coolfundoo: STAR Stocks & My Screening Techniques 

Data as of 11Jun2020

8🌟Stocks 

@Coolfundoo Screeners Techniques = Screener Names…";neutral
325;903419;2020-07-14 09:46:29+00:00;@SaharasCharts Nice call on $Spx yesterday;positive
420;757671;2020-07-02 03:22:06+00:00;"RT @anuragchawla32: Did you know during the first half of the year 2020 the stocks that moved Nifty 50 Index towards upside were:

1. Relia…";positive
1230;487616;2020-06-10 10:48:49+00:00;"RT @Aleksomate: Crucial trendline (resistance) has been targeted on Dow Jones 30. 

This is it; new all time highs, or resume of crash?

$S…";negative
280;261349;2020-05-03 03:56:36+00:00;"Many #investors #LOOSE #MONEY #Trading with
@robinhoodapp due to their #platform #problems!

#robinhood #robinhoodapp #robinhoodoutage $amzn $msft $fb $ba https://t.co/sL5zc5YOWn";negative
1235;331650;2020-05-09 13:44:10+00:00;$IPHI - Inphi's (IPHI) CEO Ford Tamer on Q1 2020 Results - Earnings Call Transcript. https://t.co/AVIx2P5nbC #stocks #business #investing;positive
648;55507;2020-04-14 14:15:05+00:00;Huge variation: The Goodyear Tire & Rubber Comp $GT 28.58 up 4.12% 4:00pm https://t.co/Pa7hlovGSJ  #stocks;positive
1247;513869;2020-06-13 02:02:22+00:00;@phoenixvalue Vision into the future [5G] tells me, $QCOM & $T could easily make it here!;positive
807;770554;2020-07-04 03:25:41+00:00;"$SPY

barchart
Thurs - All US Exchanges - 52-Week

New Highs = 168
New Lows = 10

Humm….
-- Every stock is going up :)

$ES_F $NQ_F $SPY $SPX $QQQ $IWM #Elliottwave #trading #futures #cme #mes_f #markets $spy #aapl";neutral
525;121390;2020-04-19 11:35:32+00:00;"RT @theponzifactor: 📺 Recent interview on @Renegade_Inc

Real [#economic] growth should not be measured by how much a company sells. It sho…";positive
1116;696383;2020-06-29 22:19:52+00:00;"RT @freezerohedge: Major companies that have said they're decreasing or halting ad spending with $FB

Adidas
Reebok
Ford
HP
Microsoft
Unile…";negative
405;463710;2020-06-09 18:12:22+00:00;"Will today be 5 days in a row that our 8:45amET analytics is within $0.04 of HOD?   StayTuned

#CL_F #CL $CL_F $CL #OIL #Futures

$BDO $ES $APC #CRUDE $UCO $SPX $RIG #fintwit #Energy $SPY $ES_F #ES_F #ES $NQ_F $NQ $XLE #OPEC #CrudeOil $USO #WTI #DayTrading
https://t.co/7CXK7vJSIM";neutral
235;777664;2020-07-06 21:08:15+00:00;"@VortCapUnbanned @vincent13031925 Depends on what you mean by ""our"". If you mean your capital, then no, but for TSLAQ it was a big failure. One of the most prominent Tesla shorter lost half of his fund and his performance is WAYYYY below SP500.";negative
154;657390;2020-06-25 14:03:33+00:00;@gamesblazer06 Been loading up on $XLF while everyone was prophesying doom, happy to keep accumulating. Did the same with $JPM below 90 and $GS under 175.;positive
75;929773;2020-07-16 16:11:19+00:00;Picked $amzn 3300 for earnings around 22. Should work If it runs into earnings!;positive
482;866959;2020-07-12 14:17:08+00:00;RT @Sam_Chaudhary09: @wegopro @Unicorn_Watch @CoinDeskMarkets @jasonappleton @Brad_Laurie @TheCryptoLark @CryptoNewton @CryptoMichNL @digis…;neutral
364;236696;2020-04-28 02:57:42+00:00;Microsoft Inks 5-Year Deal with Coca Cola @themotleyfool #stocks $MSFT $KO https://t.co/zgkeIEZreb;positive
423;130162;2020-04-20 14:57:36+00:00;Can GoPro Survive the COVID-19 Market Meltdown? @themotleyfool #stocks $GPRO $AAPL https://t.co/CR0Vf5AVjD;neutral
1020;900350;2020-07-14 13:01:20+00:00;"$AAPL
Twitter Sentiment on 13 Jul 2020 was:
▒ Positive 39.1% █ Negative 10.3% ░ Neutral 50.6%
▒▒▒▒▒▒▒▒██░░░░░░░░░░";neutral
974;261094;2020-05-03 05:20:13+00:00;"Despite the significant decline last Thursday and Friday, the upward trend of the S&P 500 is still intact. Only a significant drop below the last low (T2) at 2722 points would end the upward trend.
#sp500 #stockmarkets #bullmarkets #StockMarketCrash2020 https://t.co/5D7uYbTya9";negative
682;875796;2020-07-13 18:08:29+00:00;"RT @nifty_analysis: Top 7 stocks to trade for intraday on 14th July 2020.
.
#intraday #stocks #stockstowatch #share
.
https://t.co/3AfsZD92…";neutral
50;524841;2020-06-15 18:05:37+00:00;"Week 24 (Mon PM Recap)

$spx 3023.75 breakout to 3040, 3055, 3070 https://t.co/BpOhEm4Qoc https://t.co/Oz1OY6FuhI";positive
1279;131219;2020-04-20 13:51:57+00:00;RT @realstock100: #SHI. Double bottom in, at all time lows and building industry back in business, grab yourself a bargain. Just confirmed…;negative
502;813617;2020-07-08 15:03:07+00:00;"RT @winstapro: ES_F stuck in the range. Let see if it holds 3140

$ES $SPX $AAPL $AMZN $BA $FB $GOOGL $NFLX $NVDA $TSLA $ROKU $SPOT $SHOP $…";negative
832;513640;2020-06-13 03:03:37+00:00;"Will start Live streaming charts every Friday morning on the opening bell. 

#Bitcoin , #stocks  all of that";neutral
1251;459736;2020-06-08 00:18:37+00:00;@BarclaysIB $SPX Put/Call Ratio via @TheTerminal https://t.co/5egaN0YV47;neutral
546;881357;2020-07-13 14:04:12+00:00;"RT @Prometheus_Cap: Bot $AAPL 380s 1.98

Pray for em.";neutral
891;803579;2020-07-07 04:46:22+00:00;"Amazon shares rose past $3,000 for the first time while Tesla extended its five-day rally to over 40%.

$AMZN $TSLA #stockmarkets";positive
193;341012;2020-05-28 15:34:33+00:00;RT @Sarge986: What to Expect When Marvell Technology Reports Thursday $VEEV $COST $AMZN $WMT $CRM $ZS $NVDA $MRVL  https://t.co/Q1C7C7miK3…;neutral
439;595393;2020-06-20 10:33:31+00:00;Skim the cream of financial news $TWTR $FB $LNKD https://t.co/7gg0FoRUNF https://t.co/qftGI8Lvvl;neutral
802;227673;2020-04-28 17:56:26+00:00;Don't get perplexed with the pullback! The #SP500 is testing the TL4R trendline resistance and the 2,862 support level. The uptrend is fully intact. Keep an eye on a BULLISH 50-day/600-day EMA crossover. This is an opinion. $SPY $SPX #DJIA $DIA #DOW #NASDAQ $VIX https://t.co/V5ddDfV6yn;positive
116;342299;2020-05-28 14:18:44+00:00;"💥💥💥💥 FTXP .0005 UP 66% ON FIRE BIG TIME😉

#tradingpennystocks  #StocksToTrade #OTCMarkets #SmallCaps #stockpicks #PUMPING #news  #StockAlert #Daytrader #microcap #stocks #trading #PENNYSTOCK #Investors #PressRelease #lowfloat";positive
820;730922;2020-07-01 18:56:45+00:00;Did $PFE just say they could enroll 30K in the trial in four weeks?;neutral
1097;146100;2020-04-21 12:39:06+00:00;"Implied Volatility getting it done with Dmitry !! This can help in your research in $T  $Z $V  and $MS  for examplr,  https://t.co/2ngRM0KVde
#options #optionstrading #tradingideas #volatility #investing";positive
748;168658;2020-04-23 19:30:58+00:00;Reliance Steel & Aluminum $RS Issues Quarterly Earnings Results https://t.co/PCgkGYPBos #stocks;neutral
700;215048;2020-04-27 16:00:28+00:00;"Mindful Tip #015: Each losing trade is an opportunity to learn. #TradingPsychology #Perspective 

Follow us for daily powerful trading psychology!

$spy $qqq $dia $tvix $aapl $amzn $goog $msft $zm $tlry $cgc $gsx $tsla $lyft $work $spce";positive
155;318168;2020-05-08 19:39:10+00:00;Generac Holdings Inc. $GNRC Receives Consensus Recommendation of “Hold” from Brokerages https://t.co/WaJ1R6wZub #stocks;neutral
592;101622;2020-04-17 13:50:02+00:00;"RT @QuantTrend: 5 BEST stocks for 2020 and beyond...

They did well in the current crisis and are viable long-term investments.

$BABA $TCE…";positive
122;19133;2020-04-10 07:51:31+00:00;Central Valley Community Bancorp $CVCY Given Average Recommendation of “Hold” by Brokerages https://t.co/WX2DvSo9O6 #stocks;neutral
547;581611;2020-06-19 16:52:16+00:00;$SPY $SPX Trading in this stock market feels like 😂 https://t.co/NylOoF6gge;neutral
35;254252;2020-04-29 02:45:39+00:00;"RT @ThePitBoss16: Google Stock Soars Near 10% After Earnings 
Alphabet Inc Class A NASDAQ: $GOOGL
Market Reaction After hours 
$1,346.00 +1…";positive
841;162744;2020-04-22 06:39:43+00:00;Investors Bancorp $ISBC Scheduled to Post Earnings on Wednesday https://t.co/QqU73xojVY #stocks;neutral
371;189949;2020-04-24 12:44:32+00:00;@ThinkTankCharts Excuse me, one question, do you define liquidity sp500 divided by ....??? thanks in advance;neutral
567;690705;2020-06-28 17:14:05+00:00;RT @charliebilello: Apple has bought back $338 billion in stock over the past 7 years, which is greater than the market cap of 492 companie…;positive
60;936377;2020-07-16 06:56:44+00:00;"RT @JackChappleSci: China Is Buying Up The World's Ports...And No One Is Talking About It
https://t.co/h8vvMo2tLT

#china #business #longbe…";positive
177;784901;2020-07-06 14:05:36+00:00;IF YOU WANT A FREE TRADING GROUP TO COLLABERATE AND SHARE IDEAS WITH OTHER TRADERS 24/7 A DAY! JOIN MY WHATSAPP GROUP!  https://t.co/CbKMXW9Tmr. #FREE #GROUP TRADING #STOCKS #NEWS;neutral
85;619183;2020-06-23 22:44:03+00:00;"You're not gonna want to miss this! @Benzinga's last Boot Camp was great, and this one could be even better!
https://t.co/bqaWKdNXVY
#DayTrading #stocks #investing #profits https://t.co/3SqJn6wuiB";positive
1214;467272;2020-06-09 14:58:47+00:00;"I got $AAPL at $336 triangle. Up 60%.

I am NOT your #Guru.";positive
424;109735;2020-04-18 21:25:20+00:00;RT @Callum_Thomas: 2. While the index is trading above its own 50dma, only 38.6% of S&P500 companies are trading above their own respective…;positive
209;578574;2020-06-19 20:00:33+00:00;short squeeze leaders scan $WKHS, $EDIT, $FOLD, $LX, $CWH, $PING, $ERI, $APT, $NK, $NIO, $SE, $VSLR #stocks #trading https://t.co/Uvbmp8a4nS;negative
1191;292486;2020-05-06 19:36:46+00:00;RT @FactSet: $SPX EPS estimate for Q2 declined by 28.4% in April while $SPX price increased by 12.7% during the same period. https://t.co/A…;positive
363;896812;2020-07-14 15:40:13+00:00;RT @MinteractApp: #Options Flow Stream Update $AAPL $AMZN $TSLA $MSFT $BABA $SQ $SPY $NDX $QQQ $SPX #OptionsTrading #OptionsFlow #optionstr…;neutral
535;282297;2020-05-05 16:16:42+00:00;"$AAPL ..

Why INVEST in $ZM !! LT!!

We R and will live in a New WORLD
& $ZM will be a part of our lives!

$GOOGL going to acquire $ZM sooner or later ! https://t.co/nOFqlMTNej";negative
1134;46173;2020-04-14 22:32:54+00:00;"RT @realJosephRich: If you're buying based on ""virus optimism"", I'm sorry, you're an idiot. 

$JPM missed earnings by over 50% (0.78 vs 1.8…";negative
894;799685;2020-07-07 13:32:06+00:00;already in $AAPL pulled profit!;positive
47;326699;2020-05-08 05:04:08+00:00;DHI Group $DHX Price Target Cut to $4.25 by Analysts at B. Riley https://t.co/iVhKwDicqV #stocks;negative
375;268025;2020-05-04 15:09:34+00:00;RT @305trdr: Nice call on $AAPL this morning by @trickmitch1 them levels are fire!!!!;positive
572;789795;2020-07-06 01:50:04+00:00;"In haste I missed these levels mentioned in my private group

3194
3185
3172

It now looks like some of these levels is becoming possible play.

#es_f $spx $spy #options #futures #markets #trading https://t.co/HVkwZOVn2X";neutral
1287;859295;2020-07-11 12:36:36+00:00;RT @kpak82: $SPX If trading was easy as going long on a golden cross... https://t.co/zHI8QfG6aA;positive
425;625784;2020-06-23 15:11:27+00:00;"$JPM:

New SEC Filing for $JPM: Form 424B2 (No. 0001615774-20-007435):

https://t.co/06r1vt3gOG";neutral
1140;911409;2020-07-15 17:52:24+00:00;"$BYND guys news, this could be a great swing after dust settles
https://t.co/qodH7IlN46
https://t.co/fkQ9G5X0fB
https://t.co/DvUeqCl2I0
https://t.co/fJn680GtHm
$SPY $QQQ $FB $DIS $nflx $AAPL $TSLA $TWTR $MU $MRNA $PTON $MRK $AMD $NVDA $SHOP $SQ $BYND $SPCE $GE $WORK $SNAP $ROKU https://t.co/PWki9rRfgJ";positive
1040;501558;2020-06-11 14:59:30+00:00;"Yo this is fake right, lol... stinky breadth today on 

#stockmarkets   $SPY $IWM $DIA $QQQ $SPX #SPX500 https://t.co/ETNuxJ6ctw";negative
232;557766;2020-06-17 12:59:42+00:00;"RT @Lakshmi_888: Harmonics #Charts #trading $SPX #SPX #ES_F $ES $ES_F $SPY $DOW #DOW $RTY $RUT #DAX #FTSE $NQ #NQ 

Broken red equilateral…";neutral
1129;929272;2020-07-16 16:44:54+00:00;$AMZN $2992 you’re welcome;positive
537;574094;2020-06-18 06:26:04+00:00;RT @SheepKnowMore: Fake outrage. $FB is an invaluable Deep State election-interference tool. Tantrums like this by their #FakeNews media al…;negative
136;797021;2020-07-07 15:47:05+00:00;AQR Capital Management, LLC short position in EASYJET PLC down -0.08% to 0.78% #EZJ $EZJ #LSE #StockMarket #Stocks #Shares #Business #Markets #Trading #News #Investing #ShortSqueeze https://t.co/vM411LdLkR;negative
